,open,high,low,close,volume,Ticker,Date
490995,204.0,206.44,202.05,202.1,214521,TSLA,2023-04-03 04:05:00
490996,202.0,202.3,201.88,202.08,108549,TSLA,2023-04-03 04:10:00
490997,202.03,203.12,201.81,202.86,79544,TSLA,2023-04-03 04:15:00
490998,202.95,202.95,202.5,202.89,26920,TSLA,2023-04-03 04:20:00
490999,202.89,202.9,202.5,202.6,24741,TSLA,2023-04-03 04:25:00
491000,202.54,202.67,202.28,202.67,29872,TSLA,2023-04-03 04:30:00
491001,202.58,203.26,202.5,203.26,40103,TSLA,2023-04-03 04:35:00
491002,203.24,203.5,203.0,203.0,40111,TSLA,2023-04-03 04:40:00
491003,203.0,203.09,202.81,203.09,18124,TSLA,2023-04-03 04:45:00
491004,203.0,203.3,203.0,203.23,13251,TSLA,2023-04-03 04:50:00
491005,203.24,203.47,203.22,203.3,19204,TSLA,2023-04-03 04:55:00
491006,203.32,203.38,203.22,203.3,11069,TSLA,2023-04-03 05:00:00
491007,203.25,203.29,203.1,203.1,13474,TSLA,2023-04-03 05:05:00
491008,203.1,203.67,203.03,203.6,24315,TSLA,2023-04-03 05:10:00
491009,203.61,203.9,203.6,203.9,18719,TSLA,2023-04-03 05:15:00
491010,203.9,204.26,203.78,204.23,25182,TSLA,2023-04-03 05:20:00
491011,204.2,204.39,203.2,203.31,37222,TSLA,2023-04-03 05:25:00
491012,203.43,203.6,203.0,203.42,24077,TSLA,2023-04-03 05:30:00
491013,203.41,203.61,203.0,203.2,34365,TSLA,2023-04-03 05:35:00
491014,203.2,203.34,203.2,203.34,7697,TSLA,2023-04-03 05:40:00
491015,203.42,203.42,203.26,203.32,6130,TSLA,2023-04-03 05:45:00
491016,203.32,203.61,203.32,203.59,9092,TSLA,2023-04-03 05:50:00
491017,203.5,203.75,203.5,203.7,10482,TSLA,2023-04-03 05:55:00
491018,203.7,204.3,203.7,204.1,16974,TSLA,2023-04-03 06:00:00
491019,204.06,204.26,203.9,204.1,18897,TSLA,2023-04-03 06:05:00
491020,204.01,204.28,203.99,204.28,9485,TSLA,2023-04-03 06:10:00
491021,204.28,204.45,204.0,204.0,15232,TSLA,2023-04-03 06:15:00
491022,204.09,204.49,204.0,204.1,16179,TSLA,2023-04-03 06:20:00
491023,204.06,204.5,204.06,204.3,13295,TSLA,2023-04-03 06:25:00
491024,204.3,204.3,204.2,204.2,5858,TSLA,2023-04-03 06:30:00
491025,204.09,204.25,203.79,204.05,20816,TSLA,2023-04-03 06:35:00
491026,204.16,204.19,204.06,204.06,5035,TSLA,2023-04-03 06:40:00
491027,204.0,204.0,203.85,203.98,7897,TSLA,2023-04-03 06:45:00
491028,203.98,204.0,203.8,203.8,5023,TSLA,2023-04-03 06:50:00
491029,203.79,204.3,203.79,204.1,17268,TSLA,2023-04-03 06:55:00
491030,204.09,204.1,204.0,204.1,13558,TSLA,2023-04-03 07:00:00
491031,204.11,204.61,201.95,202.41,353116,TSLA,2023-04-03 07:05:00
491032,202.4,202.42,201.23,201.3,220996,TSLA,2023-04-03 07:10:00
491033,201.3,202.24,201.25,202.24,109392,TSLA,2023-04-03 07:15:00
491034,202.27,202.33,201.36,201.87,123544,TSLA,2023-04-03 07:20:00
491035,201.76,202.67,201.71,202.61,89798,TSLA,2023-04-03 07:25:00
491036,202.6,202.88,202.26,202.53,94682,TSLA,2023-04-03 07:30:00
491037,202.6,202.65,202.31,202.35,38110,TSLA,2023-04-03 07:35:00
491038,202.35,202.35,201.64,201.65,95016,TSLA,2023-04-03 07:40:00
491039,201.65,201.72,201.25,201.56,172189,TSLA,2023-04-03 07:45:00
491040,201.58,201.75,200.88,201.23,171190,TSLA,2023-04-03 07:50:00
491041,201.23,201.23,200.62,200.76,155011,TSLA,2023-04-03 07:55:00
491042,200.8,201.07,200.2,200.35,189585,TSLA,2023-04-03 08:00:00
491043,206.7,206.8,200.2,200.78,1177593,TSLA,2023-04-03 08:05:00
491044,200.77,200.78,200.13,200.58,252119,TSLA,2023-04-03 08:10:00
491045,200.6,200.6,199.67,199.92,337787,TSLA,2023-04-03 08:15:00
491046,199.97,200.69,199.59,200.16,202294,TSLA,2023-04-03 08:20:00
491047,200.19,200.29,199.7,200.26,190233,TSLA,2023-04-03 08:25:00
491048,200.2696,200.38,199.98,200.0952,120279,TSLA,2023-04-03 08:30:00
491049,200.12,200.27,199.74,200.24,199169,TSLA,2023-04-03 08:35:00
491050,200.24,200.5,200.05,200.48,137423,TSLA,2023-04-03 08:40:00
491051,200.48,200.8,200.44,200.73,173594,TSLA,2023-04-03 08:45:00
491052,200.7,200.8,200.56,200.67,104168,TSLA,2023-04-03 08:50:00
491053,200.72,200.72,200.37,200.5,127273,TSLA,2023-04-03 08:55:00
491054,200.5,201.18,200.45,201.1,193292,TSLA,2023-04-03 09:00:00
491055,201.12,201.5799,200.91,201.4,263126,TSLA,2023-04-03 09:05:00
491056,201.417,201.86,201.41,201.59,193876,TSLA,2023-04-03 09:10:00
491057,201.61,201.75,200.8,201.02,210007,TSLA,2023-04-03 09:15:00
491058,201.02,201.27,200.9,201.05,116170,TSLA,2023-04-03 09:20:00
491059,201.01,201.15,200.45,200.53,170158,TSLA,2023-04-03 09:25:00
491060,200.53,200.72,199.9,199.92,272375,TSLA,2023-04-03 09:30:00
491061,199.91,202.6897,199.02,202.5795,7021046,TSLA,2023-04-03 09:35:00
491062,202.5657,202.68,200.25,200.6428,4274004,TSLA,2023-04-03 09:40:00
491063,200.69,201.04,199.34,200.335,4091243,TSLA,2023-04-03 09:45:00
491064,200.32,200.87,199.7739,200.01,3152678,TSLA,2023-04-03 09:50:00
491065,200.04,200.11,197.7,198.09,5536716,TSLA,2023-04-03 09:55:00
491066,198.09,198.5,197.44,198.2699,3387236,TSLA,2023-04-03 10:00:00
491067,198.29,198.6,196.19,197.7,3942950,TSLA,2023-04-03 10:05:00
491068,197.7,197.7288,196.2,197.205,3242447,TSLA,2023-04-03 10:10:00
491069,197.16,197.185,195.5659,196.14,3910669,TSLA,2023-04-03 10:15:00
491070,196.19,197.78,196.12,197.736,3540489,TSLA,2023-04-03 10:20:00
491071,197.73,198.08,197.34,198.0219,2970270,TSLA,2023-04-03 10:25:00
491072,198.0252,198.23,196.83,196.93,2833587,TSLA,2023-04-03 10:30:00
491073,196.95,197.08,196.5,196.82,2290024,TSLA,2023-04-03 10:35:00
491074,196.81,197.44,196.46,196.67,2268280,TSLA,2023-04-03 10:40:00
491075,196.67,197.0399,196.43,196.53,1924792,TSLA,2023-04-03 10:45:00
491076,196.5295,196.89,195.88,195.9301,2838178,TSLA,2023-04-03 10:50:00
491077,195.92,196.0,195.0,195.07,3163575,TSLA,2023-04-03 10:55:00
491078,195.07,195.24,194.23,194.2591,2996180,TSLA,2023-04-03 11:00:00
491079,194.26,195.37,194.24,194.6596,2496259,TSLA,2023-04-03 11:05:00
491080,194.64,195.0,193.8301,194.36,2686648,TSLA,2023-04-03 11:10:00
491081,194.3681,194.67,193.95,194.5215,1919840,TSLA,2023-04-03 11:15:00
491082,194.51,195.19,194.4,195.1281,1975737,TSLA,2023-04-03 11:20:00
491083,195.12,195.36,194.6155,194.77,1993111,TSLA,2023-04-03 11:25:00
491084,194.76,194.9,194.33,194.6701,1716986,TSLA,2023-04-03 11:30:00
491085,194.6852,194.99,193.85,194.195,2085684,TSLA,2023-04-03 11:35:00
491086,194.1955,194.64,194.12,194.535,1656725,TSLA,2023-04-03 11:40:00
491087,194.5444,194.6,193.89,193.9,1675087,TSLA,2023-04-03 11:45:00
491088,193.9168,194.61,193.84,194.4862,1683943,TSLA,2023-04-03 11:50:00
491089,194.49,194.51,194.02,194.18,1171763,TSLA,2023-04-03 11:55:00
491090,194.17,194.95,194.1518,194.89,1532549,TSLA,2023-04-03 12:00:00
491091,194.89,195.0899,194.5,194.86,1381348,TSLA,2023-04-03 12:05:00
491092,194.8665,195.33,194.58,195.1599,1464512,TSLA,2023-04-03 12:10:00
491093,195.1494,195.84,195.12,195.67,1830858,TSLA,2023-04-03 12:15:00
491094,195.67,196.04,195.24,195.425,1843444,TSLA,2023-04-03 12:20:00
491095,195.425,195.62,194.83,195.17,1559971,TSLA,2023-04-03 12:25:00
491096,195.17,195.87,195.1228,195.5625,1465669,TSLA,2023-04-03 12:30:00
491097,195.56,195.6,195.1401,195.41,1129228,TSLA,2023-04-03 12:35:00
491098,195.42,195.64,195.23,195.5055,962030,TSLA,2023-04-03 12:40:00
491099,195.505,195.5529,194.85,195.1843,1248479,TSLA,2023-04-03 12:45:00
491100,195.18,195.49,195.09,195.11,857135,TSLA,2023-04-03 12:50:00
491101,195.13,195.2937,194.69,194.7499,1245928,TSLA,2023-04-03 12:55:00
491102,194.7217,194.78,194.3,194.3295,1196029,TSLA,2023-04-03 13:00:00
491103,194.32,194.37,193.94,194.145,1836032,TSLA,2023-04-03 13:05:00
491104,194.145,194.38,193.58,194.305,2059122,TSLA,2023-04-03 13:10:00
491105,194.3,194.498,194.17,194.23,1227746,TSLA,2023-04-03 13:15:00
491106,194.24,194.3,193.8008,194.04,1316380,TSLA,2023-04-03 13:20:00
491107,194.0357,194.3299,193.89,194.0422,1203893,TSLA,2023-04-03 13:25:00
491108,194.035,194.17,193.15,193.2299,2045755,TSLA,2023-04-03 13:30:00
491109,193.225,193.46,192.88,193.4199,2140099,TSLA,2023-04-03 13:35:00
491110,193.4105,193.66,193.21,193.4411,1221301,TSLA,2023-04-03 13:40:00
491111,193.44,193.45,192.72,192.9014,1579378,TSLA,2023-04-03 13:45:00
491112,192.8916,192.94,192.28,192.43,1963795,TSLA,2023-04-03 13:50:00
491113,192.44,192.79,192.31,192.5,1426907,TSLA,2023-04-03 13:55:00
491114,192.5084,192.92,192.2,192.705,1693447,TSLA,2023-04-03 14:00:00
